Name,Price
Lipton Brisk Lemon Iced Tea,$1.79
Lipton Brisk Lemonade,$1.79
Twinings 100 Green Tea,$15.99
Nestea Original Lemon Iced Tea,$13.99
Lipton Iced Tea Brisk Lemonade,$2.49
"Red Rose Tea, Orange Pekoe Black , 100% Rainforest Alliance Certified",$3.79
"GFS Drink Crystals, Blue Raspberry",$2.99
"Bigelow Herbel Tea, I love Lemon",$5.79
"GFS Drink Crystals, Peach",$2.79
"Nestea Iced Tea, Lemon",$11.69
Celestial Seasonings Sleepy Time Tea,$6.79
Mother Parkers Premium Vending Hot Chocolate,$5.69
Lipton Yellow Label Green Tea 100% Rainforest Alliance Certified,$7.89
Higgins and Burke H&B Chai Tea,$4.29
Lipton Herbal Lemon Tea,$5.49
Lipton 100% Green Tea,$5.49
Lipton Earl Grey Tea with Bergamot,$5.49
Arizona Fruit Punch,$24.99
Celestial Seasonings Bengal Spice Herbal Tea,$6.79
"Arizona Iced Tea, Raspberry",$24.99
"Nestea Peach Tea, Cartons 10 Pack",$3.79
Twinings 50ct Pure Camomile,$9.99
Real Canadian Natural Spring Water,$2.29
Nestlé Purelife Natural Spring Water,$3.69
"Bubly Sparkling Water Lime Sparkling Water Beverage, 12 Pack",$6.79
President's Choice Natural Spring Water,$1.59
Bubly Sparkling Water Raspberry,$6.79
Bubly Sparkling Water Blackberry Sparkling Water,$6.79
Bubly Sparkling Water Pineapple Sparkling Water,$6.79
Ice River Springs Distilled Water,$1.29
Bubly Sparkling Water Sparkling Water Cherry,$6.79
Bubly Sparkling Water Peach Sparkling Water,$6.79
Bubly Sparkling Water Grapefruit Bubly,$6.79
Bubly Sparkling Water Orange Bubly,$6.79
Montellier Carbonated Natural Spring Water,$1.79
"Propel Kiwi Strawberry Enhanced Water with Gatorade Electrolytes, 6 Pack",$6.99
Minute Maid Lemonade,$19.49
"Bai Coconut Molokai, 12-Pack",$28.49
"Bai Antioxidant Infusion, Zamba Bing Cherry",$2.99
Silk Fortified Oat Beverage Original,$2.99
Sparkling Ice Orange Mango Sparkling Water 12 Pack,$15.29
"San Pellegrino Sparkling Natural Mineral Water, Lemon & Lemon Zest",$10.49
"San Pellegrino Sparkling Natural Mineral Water, Tangerine & Wild Strawberry",$10.49
Bai Clementine Costa Rica 12-Pack,$28.49
Glaceau Alkaline with Antioxidant,$2.19
Ice River Springs Ice River Natural Spring Water,$4.79
"Montellier Carbonated Natural Spring Water, 10 Pack",$7.79
Nestlé Pure Life Natural Spring Water,$2.99
AHA Peach Honey Sparkling Water,$6.49
Vita Coco 100% Pure Coconut Water,$4.99
Evian Natural Spring Water,$44.49
"Bai Water, Low Calorie Beverage Ipanema Pomegranate, 12-Pack",$28.49
Ice River Springs Green Bottle Water,$4.79
Montellier Montellier Clementine,$2.19
AHA Raspberry Acai Sparkling Water,$6.49
San Pellegrino Naturali Aranciata Rossa Sparkling Orange & Blood Orange Beverage,$6.99
Montellier Carbonated Water Lemon,$1.79
AHA Lime Watermelon,$6.49
AQUAFINA Water,$8.99
"Perrier Blackberry Carbonated Natural Spring Water with Natural Flavour, No Calories, No Sweeteners, No Sodium, Can",$7.49
Montellier Grapefruit Sparkling Water,$1.79
"Perrier Pink Grapefruit Carbonated Natural Spring Water with Natural Flavour, No Calories, No Sweeteners, No Sodium, Can",$7.49
"Propel Grape Enhanced Water with Gatorade Electrolytes, 6 Pack",$6.99
Evian Natural Spring Water,$9.49
"Perrier Sparkling Water, Lemon, 1L",$2.39
Vita Coco Coconut Water with Pineapple,$4.99
Nestlé Pure Life Splash,$9.49
"Bai Mango Malawi, 12-Pack",$28.49
Vita Coco Coconut Water with Pineapple,$4.99
"Perrier Ginger Lime Carbonated Natural Spring Water with Natural Flavour, No Calories, No Sweeteners, No Sodium, Can",$7.49
"Bai Mango Malawi, 12-Pack",$28.49
Perrier Carbonated Natural Spring Water,$26.99
"Propel Grape Enhanced Water with Gatorade Electrolytes, 6 Pack",$6.99
Nestlé Pure Life Splash,$9.49
Vita Coco Coconut Water with Pineapple,$4.99
"Perrier Peach Carbonated Natural Spring Water with Natural Flavour, No Calories, No Sweeteners, No Sodium, Can",$7.49
Evian Natural Spring Water,$9.49
Nestlé Pure Life Sport Cap,$8.49
"Perrier Lemon Carbonated Natural Spring Water with Natural Flavour, No Calories, No Sweeteners, No Sodium, Can",$7.49
Perrier Carbonated Natural Spring Water,$4.99
"Perrier Raspberry Carbonated Natural Spring Water with Natural Flavour, No Calories, No Sweeteners, No Sodium, Can",$7.49
Bubly Sparkling Water Strawberry Bubly,$6.79
Sparkling Ice Black Raspberry Sparkling Water 12 Pack,$15.29
Minute Maid 100% Apple Juice,$19.49
"Montellier Carbonated Water, Lime",$1.79
Sparkling Ice Kiwi Strawberry Sparkling Water 12 Pack,$15.29
"Perrier Lime Carbonated Natural Spring Water with Natural Flavour, No Calories, No Sweeteners, No Sodium, Can",$7.49
"Perrier Original Carbonated Natural Spring Water, No Calories, No Sweeteners, No Sodium, Can",$7.49
"San Pellegrino Sparkling Natural Mineral Water, Dark Morello Cherry & Pomegranate",$10.49
Perrier Carbonated Natural Spring Water,$8.29
AHA Sparkling Water Beverage Orange + Grapefruit,$6.49
Nestlé Pure Life Natural Spring Water,$5.99
Minute Maid Cranberry Apple Raspberry Beverage,$19.49
President's Choice Blonde Brew Dealcoholized Lager Beer,$8.49
Rose Grenadine,$4.49
Corona Sunbrew,$8.49
Heineken Alcohol Free Beer Bottles with Natural Flavours,$13.49
Rose Lime Cordial,$4.49
Budweiser Bud Zero Can,$15.99
Heineken Alcohol Free Beer with Natural Flavours,$13.49
Molson 0.5% Alcohol Beer,$13.49
Becks Non-Alcoholic Beer,$10.99
Above Non-Alcoholic Cocktail Gin & Tonic,$8.49
Above Non-Alcoholic Cocktail Mojito,$8.49
Labatt Blue Non-Alcoholic Pilsner,$8.99
"Casal Domingo Domingo Mixed Flavours Non-Alcoholic, Club Pack",$15.99
GFS Caesar Rimmer,$16.99
Budweiser Bud Zero Bottle,$9.99
Lynch Raspberry Slush,$19.49
"Langis Bar Mix, Lemon",$7.49
"Lynch Slush, Neutral",$13.29
Langis Lime Bar Mix,$7.49
"No Name Thin Crust Pizza, Pepperoni",$3.49
Dr Oetker Giuseppe Pizzeria Pizza Pepperoni,$6.99
"No Name Thin Crust Pizza, Cheese",$3.49
Dr Oetker Giuseppe Pizzeria Pizza 3 Cheese,$6.99
Sunspun Breaded Mozzarella Flavoured Sticks,$32.99
"Dr Oetker Stuffed Crust Pizza, Pepperoni",$12.99
"No Name Potato and Cheddar Perogies, Club Size",$3.89
President's Choice Meat Lasagna,$13.99
Michelina Macaroni and Cheese,$2.19
No Name Meat Lasagna,$12.49
Michelina Fettuccine Alfredo,$2.19
Michelina Lasagna with Meat Sauce,$2.19
No Name Green Peas,$2.59
No Name Chopped Spinach,$1.89
No Name Whole Kernel Corn,$2.49
No Name Mixed Vegetables,$2.49
No Name Naturally Imperfect Frozen Berry Blend,$13.49
No Name Peas and Carrots,$2.49
No Name Blueberries,$13.49
"No Name Green Peas, Club Size",$6.29
No Name Mixed Vegetables,$6.29
No Name Whole Green Beans,$2.59
No Name Cut Green Beans,$2.49
No Name Whole Strawberries,$13.49
No Name California Blend Veggies,$6.29
President's Choice Wild Blueberries,$13.99
No Name Whole Kernel Corn,$6.29
No Name Naturally Imperfect Mango,$13.49
Arctic Gardens Broccoli Cuts,$8.99
"Suraj Sliced Okra, Bhindi",$4.99
"Suraj Whole Okra, Bhindi",$4.99
Sunspun Battered Onion Rings,$24.99
Arctic Gardens Diced Butternut Squash,$6.99
AG Stir Fry Orleans Style Mixed Vegetables,$10.29
Shana Okra Rings,$2.29
Arctic Gardens Mix Sunrise Blend,$7.99
President's Choice California Vegetable Blend,$9.99
No Name Pineapples pieces,$13.49
Arctic Gardens Frozen Vegetables Diced Carrots,$5.49
McCain Battered Mushrooms,$33.99
McCain Root Veg Medley,$24.99
Arctic Gardens Diced Onions,$8.49
"President's Choice Baby Brussels Sprouts, Club Size",$9.99
"No Name Peas & Carrots, Club Size",$6.29
"President's Choice Broccoli Florets, Club Size",$9.99
McCain Beefeater Battered Onion Rings,$36.99
McCain Whole Spanish 1/4 Onion Rings Battered And Pre-Browned.,$35.99
McCain Breaded Dill Pickle Spears,$16.99
TGI Fridays Potato Skins,$17.99
President's Choice Thai-Style Vegetable Blend,$9.99
"Arctic Gardens Spinach Nuggets, Frozen",$10.99
"Max Source Fruit, Pineapple Chunk",$24.99
Arctic Gardens Mirepoix,$7.99
No Name Fruit Blend,$13.49
Arctic Gardens Frozen Vegetables Cut Green Beans,$7.99
AG Stir Fry Thai Style Mixed Vegetables,$10.29
Bonduelle Riced Cauliflower,$12.99
"Kelloggs Eggo Original Waffles, 8 waffles",$4.69
No Name Original Waffles,$5.29
ACE Frozen White Demi Baguette,$5.89
No Name Original Waffles,$12.99
No Name Buttermilk Pancakes,$6.49
President's Choice Ready to bake - All-Butter Croissants,$6.99
President's Choice Ready To Bake All-Butter Raspberry-Filled Croissants,$7.99
Sunspun Clear Coated Fried Potatoes,$35.99
"Quaker Muffin Batter, Golden Bran & Raisin",$26.99
CAVENDISH FARMS Cavendish Spicy Straight Cut Fries,$45.99
"Quaker Muffin Batter, Caramel",$28.99
No Name Blueberry Waffles,$12.99
"Quaker Muffin Batter, Chunks O'Chocolate",$25.99
"CAVENDISH FARMS Potato, Traditional Frozen Fried es Small Diced es 13.6 kg",$42.99
"Kelloggs Eggo Original Waffles, 48 waffles",$14.99
GFS Cream Cheese Popper,$37.99
"CAVENDISH FARMS Potato, Coated Frozen Fried es DeliverCrisp",$44.99
"Quaker Muffin Batter, Banana",$26.99
Sunspun Shoestring French Fried Potatoes,$31.99
McCain Anchor Mac N Cheese Wedges,$17.99
McCain Potato Harvest Pride Sweet Plank Cut,$49.99
Sunspun Straight Cut French Fried Potatoes (Limit of 10),$29.99
MacGregor Round Pork Sausages (Case),$20.00
"CAVENDISH FARMS Traditional Frozen Fried Potato Wedges, 10-Cut",$44.99
"Quaker Muffin Batter, Blueberry",$26.99
"Quaker Muffin Batter, Carrot",$25.99
Gay Lea Salted Butter 1.36 kg,$29.99
"Quaker Muffin Batter, Oatmeal & Baked Apple",$25.99
Sunspun Straight Cut French Fried Potatoes (Limit of 10),$30.99
Sunspun Straight Cut Fried Potatoes Skin On (Limit of 10),$29.99
Prana Frozen Snacks Plain Paratha,$11.49
Shana Plain Paratha,$2.49
Pillsbury Pizza Pops Pepperoni & Bacon 30ct,$23.49
"Pogo Corn Dogs, Bulk",$36.49
"Tastie Spring Roll Vegetable, 100 Pcs",$16.99
"No Name Vegetable & Beef Cantonese Style Egg Rolls, 22 Pieces",$10.99
"Pattyking Jamaican Beef Patties, Spicy",$28.99
No Name Vegetable Cantonese- Style Egg Rolls,$10.99
Arctic Glacier Cubed Ice,$4.19
No Name Concentrated Berry Punch,$1.29
No Name Concentrated Fruit Punch,$1.29
No Name Concentrated Grape Punch,$1.29
"Minute Maid Fruit Punch Frozen Concentrate Juice Beverage, Can",$1.69
"Minute Maid Berry Punch Frozen Concentrate Juice Beverage, Can",$1.69
"Minute Maid Pink Lemonade Frozen Concentrate, Can",$1.99
"Minute Maid Grape Punch Frozen Concentrate Juice Beverage, Can",$1.69
"Minute Maid Frozen Concentrate Orange Juice, Can",$2.59
"Minute Maid Mango Punch Frozen Concentrate Juice Beverage, Can",$1.69
No Name Concentrated Pink Lemonade,$1.59
"Minute Maid Lemonade Frozen Concentrate, Can",$1.99
No Name Unsweetened Frozen Concentrated Orange Juice with Pulp,$1.99
No Name Concentrated Lemonade,$1.59
"Minute Maid Pulp Free Frozen Concentate Orange Juice, Can",$2.59
"Minute Maid Limeade Frozen Concentrate, Can",$1.99
Arctic Glacier Ice Block,$4.19
Breyers French Vanilla Ice Cream made in Canada,$7.99
Breyers Vanilla Frozen Dessert made with real Vanilla,$6.99
No Name Whipped Topping,$3.79
No Name Vanilla Ice Cream Sandwiches,$10.99
"Popsicle Firecracker Ice Pops Cherry, Lemon, & Blue Raspberry",$5.99
President's Choice Ready To Bake All Butter Pains Au Chocolat,$7.99
Chapmans Lolly Fruity,$5.99
Haagen Dazs Strawberry Ice Cream,$6.29
Chapmans Chocolate and Vanilla Cone with Caramel Centre,$7.29
Chapmans Premuim Canadian Collection Almonds & Milk Chocolate Bars,$5.99
Breyers Family Classic Frozen Dessert Heavenly Hash,$6.99
Chapmans Vanilla,$3.99
No Name Ice Milk Fudge Bars,$10.99
"Breyers Neapolitan Frozen Dessert with rich cocoa, natural vanilla & real strawberries",$6.99
Ben & Jerry's Ice Cream with Fairtrade Ingredients Half Baked® Non-Gmo,$6.99
No Name Space Pops,$6.99
Haagen Dazs Vanilla Ice Cream,$6.29
McCain Deep 'n Delicious Chocolate Cake,$7.29
Haagen Dazs Vanilla Almond Ice Cream Bars,$6.29
Ben & Jerry's Ice Cream with Fairtrade Ingredients The Tonight Dough® Non-Gmo,$6.99
Ben & Jerry's Ice Cream Brownie Batter Core Non-GMO,$6.99
No Name Vanilla Ice Milk,$6.99
Salted Caramel Pretzel Brownie Bar,$59.99
Chapmans Neapolitan,$3.99
GFS Deep Dutch Brownie,$32.99
McCain Deep 'n Delicious Vanilla Cake,$7.29
"GFS Original Cakerie Brownie, Triple Chocolate",$43.99
GFS Triple Chocolate Fudge Dessert Cake,$35.99
Blossoms Apple Caramel,$16.99
"President's Choice Sliced Cheesecake Selection, 12 slices",$18.99
Chapmans Yogurt Frosty Bar,$7.29
No Name Vanilla Ice Milk Bars,$10.99
Chapmans Premium Black Cherry Ice Cream,$39.99
Assorted Cheesecake,$33.99
Chapmans Premium French Vanilla Ice Cream,$39.99
Chapmans Premium Chocolate Fudge Brownie Ice Cream,$39.99
Original Cakerie German Chocolate Cake,$39.99
Chapmans Cotton Candy Ice Cream,$29.99
Binggrae Melona Frozen Dessert Bars Honeydew Melon,$6.99
Beyond Meat The Beyond Burger,$99.99
"Silk Organic Coconut Beverage, Unsweetened, Dairy-Free, Shelf Stable",$2.99
"Remedy Kombucha, Raspberry Lemonade",$7.99
Remedy Ginger Lemon Kombucha,$7.99
Fever Tree Ginger Beer,$6.99
Remedy Peach Kombucha,$7.99
Chosen Foods Avocado Oil,$14.99
President's Choice Deluxe Mixed Nuts with Sea Salt,$27.49
PC Organics Chickpeas,$2.49
"Muir Glen Organic Diced Tomatoes, Fire Roasted",$3.99
PC Organics Black Beans,$2.49
PC Organics Red Kidney Beans,$2.49
Yves Organic Black Beans,$1.99
Muir Glen Organic Diced Tomatoes,$3.99
"PC Organics Organic Mushrooms, Pieces & Stems",$1.99
Bioitalia Organic Tomato Paste,$3.49
Raincoast Wild Skinless Boneless Sockeye Salmon,$5.99
"Raincoast Wild Solid White Albacore Tuna, No Salt Added",$4.49
Raincoast Wild Solid White Albacore Tuna,$4.49
"Annie's Pasta, Shells With Cheddar",$2.79
"Annie's Macaroni & Cheese, Shells & White Cheddar",$2.79
"Annie's Macaroni & Cheese, Classic Mild Cheddar",$2.79
"Annie's Pasta, Bunny Shape With Cheese",$2.79
PC Organics Organic Chicken Broth,$1.79
PC Organics Vegetable Broth,$1.79
PC Organics Organic Chicken Broth Reduced Sodium,$1.79
"Annie's Homegrown Macaroni & Cheese, Rice Pasta & Cheddar, Gluten Free, 3 Servings",$2.99
Imagine Chicken Bone Broth,$3.49
Go Bio Organic Chicken Bouillon Cubes,$2.99
PC Organics Quinoa,$2.79
"Amys Organic Soup, Lentil",$2.99
"Imagine Organic Soup, Creamy Butternut Squash",$4.49
"Amys Organic Soup, Split Pea",$2.99
"Imagine Organic Low Sodium Broth, Beef",$2.99
Rizopia Brown Rice Lasagna,$3.49
Rizopia Vegetable Rice Fusilli,$3.49
"Amys Organic Soup, Vegetable Barley",$2.99
Go Bio Organic Vegetable Bouillon Cubes,$2.99
Rizopia Brown Rice Fusilli,$3.49
PC Organics Organic Long Grain White Rice,$3.49
Rizopia Pasta Brown Rice Penne,$3.49
Pacific Foods Organic Creamy Tomato Soup,$4.49
PC Organics Organic Quinoa,$10.99
"Imagine Organic Low Sodium Broth, Vegetable",$2.99
GoGo Quinoa Rice & Quinoa Spaghetti Pasta,$3.99
PC Organics Organic Red Lentils,$2.99
"Amys Organic Soup, Lentil Vegetable",$2.99
Rizopia Pasta Brown Rice Spagetti,$3.49
GoGo Quinoa Rice & Quinoa Fusilli Pasta,$3.29
Chickapea Spirals Pasta,$3.99
Daiya Cheddar Flavour Plant-Based Deluxe Mac & Cheeze,$3.49
PC Organics Organic Brown And Wild Rice Blend,$9.99
PC Organics Organic Long Grain Brown Rice,$5.99
nuPasta Organic Fettuccine,$5.49
Imagine Organic Broccoli Soup,$4.49
President's Choice Gluten Free Couscous,$3.29
Explore Cuisine Organic Red Lentil Penne,$6.99
"Lundberg Jasmine Rice, White",$7.49
"Amys Organic Soup, Alphabet",$2.99
Pacific Foods Organic Beef Broth,$3.99
Zeroodle Oat Spaghetti,$3.99
President's Choice Gluten Free Fusilli,$3.59
President's Choice Gluten Free Penne Rigate,$3.59
"Annie's Macaroni & Cheese, Classic Cheddar",$8.99
PC Organics Organic Rotini,$1.99
PC Organics Organic White Quinoa,$7.49
Lundberg California White Basmati Rice,$7.99
"Annie's Macaroni & Cheese, White Cheddar",$8.99
PC Organics Organic White Quinoa,$7.49
Casa Mendosa Large Original Tortillas,$3.99
"Suraj Naan Original Flatbreads, 10 pack",$4.99
Suraj Naan Garlic Flatbreads,$4.99
Casa Mendosa Extra Large Burrito Tortillas,$5.69
"Casa Mendosa 6 Medium Tortillas, 50-50 Corn Wheat Mix",$3.59
"Crispy Roti Wrap Whole Wheat, 15pieces",$3.49
"Crispy Roti Wrap Original, 15pieces",$3.49
Sonora Tortilla Sundried Tomato,$8.99
Sonora Flour Tortillas 13.5-inch,$8.99
"Sonora Flour Tortilla, 12 in",$6.49
"Sonora Whole Wheat Tortilla, 12 in",$6.49
Sonora Tortillas Original Premium,$2.49
"Sonora Flour Tortilla, 10 in",$5.49
Sonora Spinach Premium Tortillas,$8.99
"Sonora Whole Wheat Tortilla, 10 in",$5.49
No Name Original English Muffins,$1.49
Farmer's Market Butter Croissant,$4.99
Farmer's Market Banana Chocolate Chunk Muffins,$5.99
No Name Everything Bagels,$2.69
Farmer's Market Chocolate Chip Muffins,$5.99
Farmer's Market Blueberry Muffins,$5.99
"No Name Bagel Plain, 6 Pack",$1.99
Farmer's Market Carrot Muffins,$5.99
No Name Sesame Seed Bagels,$2.69
Farmer's Market Raisin Bran Muffins,$5.99
Farmer's Market Muffins Double Chocolate,$5.99
No Name Whole Wheat English Muffins,$1.49
"No Name Bagel Cinnamon Raisin, 6 pack",$1.99
Farmer's Market Lemon Cranberry Muffins,$5.99
Farmer's Market Muffins Variety Pack,$5.99
Farmer's Market Morning Glory Muffins,$5.99
Farmer's Market Berry Medley Muffins,$5.99
No Name Bagel Whole Wheat,$1.99
"Farmer's Market Muffins Variety Pack, Blueberry Cranberry-Lemon Banana Chocolate Chunk",$5.99
Mini Apple & Raspberry Strudel,$5.00
Chocolate Croissants,$5.00
LA PETITE BRETONNE Mini Choco Buns,$4.19
Grandmother's Bake Shoppe Lemon Tarts,$5.99
Otis Spunkmeyer Muffins,$21.99
Cinnamon Bun,$5.00
No Name Original English Muffins,$3.49
LA PETITE BRETONNE Micro Croissants,$4.19
Apple Turnover,$5.00
Atypique Non-Alcoholic Cocktail Amaretto Sour,$8.99
Atypique Non-Alcoholic Cocktail Spritz,$8.99
Casal Domingo Cooler Non-Alcoholic Wine Beverage Splash Pack,$16.99
Atypique Non-Alcoholic Cocktail Spiced Rum & Cola,$8.99
